text,created_at,lat,lon,place,coordinates,location,polarity,sentiment,emotion,party
#feelthebern #election2016 #getoutandvote @ Brandt School https://t.co/u0OeLUJjMq,11/8/2016 16:56,41.59916667,-73.91805556,"Place(name='Wappingers Falls', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/004b6af247a07d62.json', full_name='Wappingers Falls, NY', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-73.975058, 41.544246], [-73.844532, 41.544246], [-73.844532, 41.636547], [-73.975058, 41.636547]]], type='Polygon'), contained_within=[], id='004b6af247a07d62')","{'coordinates': [-73.91805556, 41.59916667], 'type': 'Point'}","New York, USA",0.108836579,negative,Surprise,Election
"#Ferguson #election2016 @ First Baptist Church - Ferguson, Missouri https://t.co/RVWV8W0WRD",11/8/2016 16:55,34.0522,-118.243,"Place(name='Los Angeles', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', full_name='Los Angeles, CA', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]], type='Polygon'), contained_within=[], id='3b77caf94bfc81fe')","{'coordinates': [-118.243, 34.0522], 'type': 'Point'}",Los Angeles,0.108836579,negative,Fear,Election
#finally #imwithher #election2016 #history @ Crescent Hill Baptist… https://t.co/wKYRPW2s5x,11/8/2016 16:55,40.65065185,-73.95705444,"Place(name='Brooklyn', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/011add077f4d2da3.json', full_name='Brooklyn, NY', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-74.041878, 40.570842], [-73.855673, 40.570842], [-73.855673, 40.739434], [-74.041878, 40.739434]]], type='Polygon'), contained_within=[], id='011add077f4d2da3')","{'coordinates': [-73.95705444, 40.65065185], 'type': 'Point'}",NYC,0.108836579,negative,Joy,Hillary
#FIrstTimeVoting #Election2016 #MakeFloridaRedAgain #MAGA… https://t.co/BAayW4IjzL,11/8/2016 16:55,40.7895531,-73.93704809,"Place(name='Manhattan', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json', full_name='Manhattan, NY', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]], type='Polygon'), contained_within=[], id='01a9a39529b27f36')","{'coordinates': [-73.93704809, 40.7895531], 'type': 'Point'}",new york city lover,0.108836579,negative,Joy,Election
#getoutandvote #election2016 #pollsareopen #gameon… https://t.co/Yf4zFqgtut,11/8/2016 16:55,34.10150824,-118.3269355,"Place(name='Los Angeles', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', full_name='Los Angeles, CA', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]], type='Polygon'), contained_within=[], id='3b77caf94bfc81fe')","{'coordinates': [-118.32693554, 34.10150824], 'type': 'Point'}",los angeles/new york,0.108836579,negative,Fear,Election
#getoutandvote🇺🇸 #election2016 #letyourvoicebeheard @ Harriet Tubman… https://t.co/44eYca1iwu,11/8/2016 16:55,33.4378,-117.62,"Place(name='San Clemente', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/97467526c304c5db.json', full_name='San Clemente, CA', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-117.666227, 33.386645], [-117.571015, 33.386645], [-117.571015, 33.490825], [-117.666227, 33.490825]]], type='Polygon'), contained_within=[], id='97467526c304c5db')","{'coordinates': [-117.62, 33.4378], 'type': 'Point'}",san clemente,0.108836579,negative,Joy,Election
#goodmorning #coffee #vote #election2016 #election #decision #decision2016 🇺🇸 @ Pentagon City https://t.co/v2UOmMG9pX,11/8/2016 16:55,41.02471,-73.62904,"Place(name='Greenwich', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/005bdbe763d96c1d.json', full_name='Greenwich, CT', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-73.710304, 41.00137], [-73.568516, 41.00137], [-73.568516, 41.099064], [-73.710304, 41.099064]]], type='Polygon'), contained_within=[], id='005bdbe763d96c1d')","{'coordinates': [-73.62904, 41.02471], 'type': 'Point'}",USA,0.108836579,negative,Fear,Election
#GoodMorning #Tuesday #ElectionDay #Election2016 #ElectionDay2016… https://t.co/snkztxqqxZ,11/8/2016 16:55,39.38127,-76.59927,"Place(name='Towson', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/ac31053cb03c56b2.json', full_name='Towson, MD', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-76.667184, 39.371735], [-76.563177, 39.371735], [-76.563177, 39.420969], [-76.667184, 39.420969]]], type='Polygon'), contained_within=[], id='ac31053cb03c56b2')","{'coordinates': [-76.59927, 39.38127], 'type': 'Point'}","Baltimore, MD via New Jersey",0.108836579,negative,Joy,Election
"#goodmorning Eat #breakfast &amp; Go #vote 
#election2016 #remrod #foodphotography… https://t.co/6xVEZ6tLgp",11/8/2016 16:55,34.0522,-118.243,"Place(name='Los Angeles', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', full_name='Los Angeles, CA', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]], type='Polygon'), contained_within=[], id='3b77caf94bfc81fe')","{'coordinates': [-118.243, 34.0522], 'type': 'Point'}",Los Angeles ,0.108836579,negative,Joy,Election
#gop #republican #dem #democrat everywhere. No matter who wins the #election2016 let's work… https://t.co/INP4dP8LpT,11/8/2016 16:55,34.16131478,-118.4699817,"Place(name='Los Angeles', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/3b77caf94bfc81fe.json', full_name='Los Angeles, CA', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-118.668404, 33.704538], [-118.155409, 33.704538], [-118.155409, 34.337041], [-118.668404, 34.337041]]], type='Polygon'), contained_within=[], id='3b77caf94bfc81fe')","{'coordinates': [-118.46998165, 34.16131478], 'type': 'Point'}",Los Angeles,0.926848254,negative,Anger,Election
#gotv #election2016 #imwithher @ Lamott Community Center https://t.co/CPlrjBcI8L,11/8/2016 16:55,25.99268,-80.26798,"Place(name='Miramar', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/5ca2cc5afa0894df.json', full_name='Miramar, FL', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-80.4081604, 25.956799], [-80.205968, 25.956799], [-80.205968, 25.9954488], [-80.4081604, 25.9954488]]], type='Polygon'), contained_within=[], id='5ca2cc5afa0894df')","{'coordinates': [-80.26798, 25.99268], 'type': 'Point'}",,0.108836579,negative,Joy,Hillary
"#GOTV for #NewJersey Congressional Candidate @peterjacob2016. 

#Election2016 #MyMuslimVote #CWA… https://t.co/jBSCCJJnR2",11/8/2016 16:55,40.76416023,-73.98854397,"Place(name='Manhattan', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json', full_name='Manhattan, NY', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]], type='Polygon'), contained_within=[], id='01a9a39529b27f36')","{'coordinates': [-73.98854397, 40.76416023], 'type': 'Point'}","New York, NY",0.108836579,negative,Surprise,Election
#GoVote #election2016 #usa🇺🇸 ##becounted #dontboovote✔️ #democracy #19thamendment… https://t.co/uNwlZRtCpi,11/8/2016 16:54,34.17982445,-118.3360481,"Place(name='Burbank', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/b0b79caecef59fb5.json', full_name='Burbank, CA', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-118.37032, 34.1426298], [-118.2799703, 34.1426298], [-118.2799703, 34.2216898], [-118.37032, 34.2216898]]], type='Polygon'), contained_within=[], id='b0b79caecef59fb5')","{'coordinates': [-118.33604805, 34.17982445], 'type': 'Point'}",The Valley,0.108836579,negative,Joy,Hillary
#Govote #election2016 #yourvotecounts #texasvoters #supremecourt #yourvoteisforsupremecourtseats… https://t.co/bhwCGvl9Wz,11/8/2016 16:54,40.66828,-73.98354,"Place(name='Brooklyn', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/011add077f4d2da3.json', full_name='Brooklyn, NY', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-74.041878, 40.570842], [-73.855673, 40.570842], [-73.855673, 40.739434], [-74.041878, 40.739434]]], type='Polygon'), contained_within=[], id='011add077f4d2da3')","{'coordinates': [-73.98354, 40.66828], 'type': 'Point'}","Brooklyn, NY",0.108836579,negative,Joy,Election
#govote #election2016 @ Waldorf Astoria New York https://t.co/LgJsunxhgA,11/8/2016 16:55,41.0174,-76.8508,"Place(name='Milton', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/0011abb80da3b9fe.json', full_name='Milton, PA', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-76.877965, 40.967392], [-76.812599, 40.967392], [-76.812599, 41.0373044], [-76.877965, 41.0373044]]], type='Polygon'), contained_within=[], id='0011abb80da3b9fe')","{'coordinates': [-76.8508, 41.0174], 'type': 'Point'}","Milton, Pa",0.108836579,negative,Surprise,Election
#govote #election2016 🇺🇸 @ Town of Kimberly https://t.co/xojyuC2m1u,11/8/2016 16:54,39.92678,-75.16736,"Place(name='Philadelphia', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/e4a0d228eb6be76b.json', full_name='Philadelphia, PA', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-75.280284, 39.871811], [-74.955712, 39.871811], [-74.955712, 40.13792], [-75.280284, 40.13792]]], type='Polygon'), contained_within=[], id='e4a0d228eb6be76b')","{'coordinates': [-75.16736, 39.92678], 'type': 'Point'}",1838 East Passyunk Ave,0.108836579,negative,Sadness,Election
#govote #govotetn #vote #election2016 #electionday2016 #usa #unitedstates #presidential… https://t.co/W8IhyE8RKB,11/8/2016 16:54,42.3347985,-72.6687964,"Place(name='Northampton', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/c27aeb5a2089da3c.json', full_name='Northampton, MA', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-72.7298389, 42.28419], [-72.615605, 42.28419], [-72.615605, 42.380065], [-72.7298389, 42.380065]]], type='Polygon'), contained_within=[], id='c27aeb5a2089da3c')","{'coordinates': [-72.6687964, 42.3347985], 'type': 'Point'}","Holyoke, MA",0.926848254,negative,Joy,Election
#grandcru #imwithher #election2016 #GOVOTE #VOTE 🤘🏾🎉🍾🦄🇺🇸 #electionday @ Washington Elementary… https://t.co/N5G2ttMqSP,11/8/2016 16:54,40.76219141,-73.96760285,"Place(name='Manhattan', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json', full_name='Manhattan, NY', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]], type='Polygon'), contained_within=[], id='01a9a39529b27f36')","{'coordinates': [-73.96760285, 40.76219141], 'type': 'Point'}",,0.108836579,negative,Joy,Hillary
"#HERstory In The Making!!!
#HRC #AmericanHistory #VOTE #Election2016 #ImWithHer!!! 🇺🇸🇺🇸🇺🇸🇺🇸 @… https://t.co/23VASWRDt2",11/8/2016 16:54,41.25,-96,"Place(name='Omaha', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/a84b808ce3f11719.json', full_name='Omaha, NE', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-96.234587, 41.175884], [-95.872275, 41.175884], [-95.872275, 41.375558], [-96.234587, 41.375558]]], type='Polygon'), contained_within=[], id='a84b808ce3f11719')","{'coordinates': [-96.0, 41.25], 'type': 'Point'}",,0.108836579,negative,Joy,Hillary
#hillary2016 #election2016 #votedforher #voted2016🇺🇸 @ PS 33 Elementary School https://t.co/tBT1ml4C0y,11/8/2016 16:52,38.95152495,-92.32146927,"Place(name='Missouri', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/2526edd24c06e60c.json', full_name='Missouri, USA', place_type='admin', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-95.774704, 35.995476], [-89.098843, 35.995476], [-89.098843, 40.613641], [-95.774704, 40.613641]]], type='Polygon'), contained_within=[], id='2526edd24c06e60c')","{'coordinates': [-92.32146927, 38.95152495], 'type': 'Point'}","Columbia, MO",0.108836579,negative,Surprise,Hillary
#hillyes #imwithher do you part america #election2016 @ Hampden Elementary School https://t.co/uVao8NJvkC,11/8/2016 16:52,44.72494853,-93.28370291,"Place(name='Burnsville', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/5f2ad2e8059e53c5.json', full_name='Burnsville, MN', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-93.3298112, 44.716911], [-93.222028, 44.716911], [-93.222028, 44.828464], [-93.3298112, 44.828464]]], type='Polygon'), contained_within=[], id='5f2ad2e8059e53c5')","{'coordinates': [-93.28370291, 44.72494853], 'type': 'Point'}","Burnsville, MN",0.108836579,negative,Surprise,Hillary
"#IAmUp for #Election2016 #IVoted 

Not it's time to grab some coffee ☕️☕️☕️☕️ (@ Ps 184Q in Whitestone, NY) https://t.co/ewyvlxO0HQ",11/8/2016 16:52,34.01368138,-118.4099593,"Place(name='Culver City', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/a75bc1fb166cd594.json', full_name='Culver City, CA', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-118.4484512, 33.976882], [-118.369529, 33.976882], [-118.369529, 34.035143], [-118.4484512, 34.035143]]], type='Polygon'), contained_within=[], id='a75bc1fb166cd594')","{'coordinates': [-118.40995927, 34.01368138], 'type': 'Point'}",Los Angeles,0.108836579,negative,Surprise,Election
#imnotwithhim #electionday #election2016 @ Sandy Hook https://t.co/JFUURsQpTj,11/8/2016 16:52,40.672404,-73.977063,"Place(name='Brooklyn', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/011add077f4d2da3.json', full_name='Brooklyn, NY', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-74.041878, 40.570842], [-73.855673, 40.570842], [-73.855673, 40.739434], [-74.041878, 40.739434]]], type='Polygon'), contained_within=[], id='011add077f4d2da3')","{'coordinates': [-73.977063, 40.672404], 'type': 'Point'}","ÜT: 40.672438,-73.999464",0.108836579,negative,Surprise,Election
"#ImWithHer #Election2016 (@ Benjamin N. Cardozo School of Law in New York, NY) https://t.co/lUso3XLBxS",11/8/2016 16:52,29.9204932,-90.00411994,"Place(name='New Orleans', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/dd3b100831dd1763.json', full_name='New Orleans, LA', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-90.137908, 29.889574], [-89.884108, 29.889574], [-89.884108, 30.075628], [-90.137908, 30.075628]]], type='Polygon'), contained_within=[], id='dd3b100831dd1763')","{'coordinates': [-90.00411994, 29.9204932], 'type': 'Point'}",Western PA,0.108836579,negative,Joy,Hillary
#imwithher #election2016 @ Dune https://t.co/DVKt2iU182,11/8/2016 16:51,37.5597,-77.4794,"Place(name='Richmond', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/00f751614d8ce37b.json', full_name='Richmond, VA', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-77.601044, 37.447046], [-77.385297, 37.447046], [-77.385297, 37.61272], [-77.601044, 37.61272]]], type='Polygon'), contained_within=[], id='00f751614d8ce37b')","{'coordinates': [-77.4794, 37.5597], 'type': 'Point'}",,0.108836579,negative,Joy,Hillary
#imwithher #election2016 @ James K. Polk Elementary School https://t.co/5YM2ZdYqI6,11/8/2016 16:51,33.53066841,-111.9423739,"Place(name='Paradise Valley', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/9a99329bbb5d8bba.json', full_name='Paradise Valley, AZ', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-112.014232, 33.508746], [-111.916817, 33.508746], [-111.916817, 33.582629], [-112.014232, 33.582629]]], type='Polygon'), contained_within=[], id='9a99329bbb5d8bba')","{'coordinates': [-111.94237392, 33.53066841], 'type': 'Point'}",Worldwide,0.108836579,negative,Surprise,Hillary
"#imwithher #election2016 @ New York, New York https://t.co/dvLBDhg5eq",11/8/2016 16:50,40.7596369,-73.9663313,"Place(name='Manhattan', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json', full_name='Manhattan, NY', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]], type='Polygon'), contained_within=[], id='01a9a39529b27f36')","{'coordinates': [-73.9663313, 40.7596369], 'type': 'Point'}","New York, USA",0.108836579,negative,Surprise,Hillary
#ImWithHer #GoHillary #HillaryClinton #Election2016 #LovesTrumpHate #ElectionDay @ Hillary… https://t.co/ykiZYb2fPh,11/8/2016 16:50,35.28952,-85.15808,"Place(name='Soddy-Daisy', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/6e9399e856233b5c.json', full_name='Soddy-Daisy, TN', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-85.237112, 35.198568], [-85.098121, 35.198568], [-85.098121, 35.3055048], [-85.237112, 35.3055048]]], type='Polygon'), contained_within=[], id='6e9399e856233b5c')","{'coordinates': [-85.15808, 35.28952], 'type': 'Point'}","Chattanooga, TN",0.108836579,negative,Surprise,Hillary
#imwithher #gotv #vote 👊🏻💥#election2016 @ Xavier High School https://t.co/rQ2qxlLDEY,11/8/2016 16:50,40.7,-73.95,"Place(name='Brooklyn', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/011add077f4d2da3.json', full_name='Brooklyn, NY', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-74.041878, 40.570842], [-73.855673, 40.570842], [-73.855673, 40.739434], [-74.041878, 40.739434]]], type='Polygon'), contained_within=[], id='011add077f4d2da3')","{'coordinates': [-73.95, 40.7], 'type': 'Point'}",,0.108836579,negative,Sadness,Hillary
#imwithher #heswithbulldozer #election2016 #maxmarkiewicz @ Mar… https://t.co/bhYhGnBmc0,11/8/2016 16:50,40.80903333,-73.94837222,"Place(name='Manhattan', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json', full_name='Manhattan, NY', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]], type='Polygon'), contained_within=[], id='01a9a39529b27f36')","{'coordinates': [-73.94837222, 40.80903333], 'type': 'Point'}","New York, NY",0.108836579,negative,Surprise,Hillary
"#imwithher #ikaikaatelier #ikaikadbl #vote #election2016 @ New York, New York https://t.co/JT3s6VBWgF",11/8/2016 16:50,39.94933278,-75.16423136,"Place(name='Philadelphia', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/e4a0d228eb6be76b.json', full_name='Philadelphia, PA', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-75.280284, 39.871811], [-74.955712, 39.871811], [-74.955712, 40.13792], [-75.280284, 40.13792]]], type='Polygon'), contained_within=[], id='e4a0d228eb6be76b')","{'coordinates': [-75.16423136, 39.94933278], 'type': 'Point'}","Philadelphia, Pa.",0.108836579,negative,Joy,Hillary
"#imwithher #LOVEtrumpshate #election2016 @ Atlanta, Georgia https://t.co/G4bD0HzN52",11/8/2016 16:50,37.51841,-77.59195,"Place(name='Bon Air', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/bf16dab6b130c4ca.json', full_name='Bon Air, VA', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-77.616202, 37.495023], [-77.523345, 37.495023], [-77.523345, 37.542652], [-77.616202, 37.542652]]], type='Polygon'), contained_within=[], id='bf16dab6b130c4ca')","{'coordinates': [-77.59195, 37.51841], 'type': 'Point'}","Virginia, USA",0.108836579,negative,Surprise,Hillary
#IMWITHHER #Vote #democrat #hillary #election2016 #voting #nyc #selfie #oritdidnthappen @… https://t.co/QLzbIgK13T,11/8/2016 16:50,37.8219569,-122.2486518,"Place(name='Oakland', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/ab2f2fac83aa388d.json', full_name='Oakland, CA', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-122.34266, 37.699279], [-122.114711, 37.699279], [-122.114711, 37.8847092], [-122.34266, 37.8847092]]], type='Polygon'), contained_within=[], id='ab2f2fac83aa388d')","{'coordinates': [-122.2486518, 37.8219569], 'type': 'Point'}","Oakland, California",0.926848254,negative,Joy,Hillary
#imwithher #vote2016🇺🇸 #hillaryclinton #democrat #nyc🗽 #election2016 #thanksgod #icandecide #usa… https://t.co/jul7aCLWNM,11/8/2016 16:50,47.5987,-122.328,"Place(name='Seattle', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/300bcc6e23a88361.json', full_name='Seattle, WA', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-122.436232, 47.4953154], [-122.2249728, 47.4953154], [-122.2249728, 47.734319], [-122.436232, 47.734319]]], type='Polygon'), contained_within=[], id='300bcc6e23a88361')","{'coordinates': [-122.328, 47.5987], 'type': 'Point'}",Seattle,0.926848254,negative,Joy,Hillary
#imwithher Let's get Hillary elected today and become #strongertogether #vote #election2016… https://t.co/9x0w2nM9WR,11/8/2016 16:49,34.177503,-118.150937,"Place(name='Pasadena', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/10de09f288b1665c.json', full_name='Pasadena, CA', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-118.198346, 34.117025], [-118.065582, 34.117025], [-118.065582, 34.237595], [-118.198346, 34.237595]]], type='Polygon'), contained_within=[], id='10de09f288b1665c')","{'coordinates': [-118.150937, 34.177503], 'type': 'Point'}",CA,0.108836579,negative,Joy,Hillary
"#instagram About to get my vote on. #election2016 #ivoted @ Schiller Park, Illinois https://t.co/mEW06DBSGx",11/8/2016 16:49,33.86225596,-118.4008326,"Place(name='Hermosa Beach', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/4baf4d09759d33e4.json', full_name='Hermosa Beach, CA', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-118.4095788, 33.8518504], [-118.3848663, 33.8518504], [-118.3848663, 33.877823], [-118.4095788, 33.877823]]], type='Polygon'), contained_within=[], id='4baf4d09759d33e4')","{'coordinates': [-118.40083259, 33.86225596], 'type': 'Point'}","Hermosa Beach, CA",0.055728215,negative,Fear,Election
"#itisourduty #myvotematters #election2016 #republicanpride #republican #ivoted @ Casa De Monnig,… https://t.co/JTMsyze0dX",11/8/2016 16:49,37.84476125,-122.2415058,"Place(name='Oakland', _api=<tweepy.api.API object at 0x110ec6630>, url='https://api.twitter.com/1.1/geo/id/ab2f2fac83aa388d.json', full_name='Oakland, CA', place_type='city', country_code='US', attributes={}, country='United States', bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x110ec6630>, coordinates=[[[-122.34266, 37.699279], [-122.114711, 37.699279], [-122.114711, 37.8847092], [-122.34266, 37.8847092]]], type='Polygon'), contained_within=[], id='ab2f2fac83aa388d')","{'coordinates': [-122.24150577, 37.84476125], 'type': 'Point'}","Bay Area, CA",0.108836579,negative,Joy,Trump
