text,created_at,lat,lon,polarity,sentiment,emotion,party
I voted ... it's official! #voted #mypart #dontforgettovote #election2016🇺🇸 @ Village of West… https://t.co/2wWWHDATqF,11/8/2016 14:25,30.48335272,-97.83166344,2.315120175,positive,Joy,Election
"I usually #vote across #party lines, but today I #voted straight #democrat ticket because of the… https://t.co/6q0bxSZSFL",11/8/2016 14:26,40.75688757,-73.9861013,37.11583429,positive,Surprise,Hillary
I know I voted #imwithher #nevertrump #DitaVodka #WtfFridays #Ca #cadems #democrat #democracy… https://t.co/n3mrEIY0zB,11/8/2016 14:28,40.4414,-79.9773,38.67188361,positive,Fear,Hillary
"I love sitting at your #familytable katieheppe danheppe #tothemulliesindenver @ Congress Park,… https://t.co/HHm1BulaYr",11/8/2016 14:28,43.13414858,-77.61433477,21.27152655,positive,Joy,Election
I may not have a voting member in Congress but we have 3 electoral votes!!! In my best pantsuit… https://t.co/Q3m38IYjcM,11/8/2016 14:28,42.48133382,-83.23899248,21.27152655,positive,Joy,Election
I just #rockedthatvote2016 #merica #myvotecounts #vote #election2016… https://t.co/dBdoYC1i10,11/8/2016 14:29,41.29318889,-82.22258026,21.27152655,positive,Sadness,Election
"I exercised this morning. My right to vote, that is. #election2016… https://t.co/nGU8AvlKvL",11/8/2016 14:30,39.95338,-83.01472,19.71547723,positive,Anger,Election
"I don't care if you're a Republican, Democrat, Independent, bald… https://t.co/gmOHgqpuAg",11/8/2016 14:31,33.99200411,-80.99189464,54.51619135,positive,Anger,Election
"I did it, you can do it!! PA, you have until 8pm to #vote #votetoday #voting #election2016… https://t.co/kVfth7y7TJ",11/8/2016 14:32,40.68972222,-73.96527778,2.315120175,positive,Sadness,Election
I cant believe that i voted for that scumbag.#electionday #ivoted #wedeservebetter #election2016… https://t.co/tuPlIGxdg1,11/8/2016 14:33,42.965,-78.8717,2.315120175,positive,Joy,Election
https://t.co/H8uA6iKj0w #art #magick #meditation #reading #okc #ontheroad #election2016… https://t.co/fJFg1rWpAl,11/8/2016 14:35,38.07195101,-78.48246984,2.315120175,positive,Surprise,Election
https://t.co/TgQXFsMPE5. We work on Republican and Democrat and Independent locks and keys! @ Locksmith… https://t.co/qtZ9DGkLz7,11/8/2016 14:35,32.782843,-96.790545,56.07224067,positive,Joy,Election
"I | voted | Did you? #ImWithHer #2016

___

#atlanta #vote #hilaryclinton #democrat #obama… https://t.co/MuAKiMXopq",11/8/2016 14:35,39.92326383,-75.17294146,19.71547723,positive,Fear,Hillary
"How about you, have you voted yet today? #bestgiftideaever #bgie #letterart #vote #election2016… https://t.co/3zLWT5HBwd",11/8/2016 14:36,40.81881,-73.97747,2.315120175,positive,Fear,Election
How both candidates make me feel. 🙄 #ivoted #election2016🇺🇸 #godsavethequeen @ Lee County… https://t.co/JE7PCKY2RH,11/8/2016 14:36,43.6651,-70.2691,2.315120175,positive,Surprise,Election
Hillz yeah I'm wearing my white pant suit today #election2016… https://t.co/yNymEF98Nc,11/8/2016 14:38,38.8951,-77.0367,37.11583429,positive,Sadness,Election
"He's a one issue voter and that issue is:

Who will give me the most kibble?

#election2016… https://t.co/5hkFYSLR9A",11/8/2016 14:41,36.1621,-86.77872,21.27152655,positive,Fear,Election
"He says he voted a straight democrat ticket, excepting Dog Catcher, for which he wrote in, Go… https://t.co/gAMWIDWlnp",11/8/2016 14:42,32.82147141,-96.75191009,37.11583429,positive,Joy,Hillary
Had to start the day in my happy place... Cause it's all down hill from here! #election2016… https://t.co/4FCz1l4cB5,11/8/2016 14:47,40.80903333,-73.94837222,21.27152655,positive,Fear,Election
Gracie the #girl #bostonterrier #voted #democrat for #hillaryclinton for #president in #chicago… https://t.co/GH4i2fIfxS,11/8/2016 14:48,40.7142,-74.0064,19.71547723,positive,Joy,Hillary
Great to see the amazing Fran Ryan! She is an amazing Democrat and an amazing leader in our… https://t.co/jKIQ7izUIk,11/8/2016 14:48,32.81346,-96.70943,57.62828998,positive,Joy,Hillary
GOOD MORNING!! Go out and Vote !!! #makeadifference #vote #democracy #democrat #USA #newyorker @… https://t.co/0i4rNqeiDv,11/8/2016 14:52,38.926672,-77.036648,54.51619135,positive,Joy,Hillary
"Go Vote! #vote #election2016🇺🇸 #USA @ Laurens County, Georgia https://t.co/YEIvz0jFbB",11/8/2016 14:56,29.92043,-90.1032199,19.71547723,positive,Fear,Election
Go VOTE today!  The polls are open from 7:00 am to 7:00 pm.  #pauldingsheriff #election2016🇺🇸… https://t.co/r9Jp3d2ov1,11/8/2016 14:58,33.87785861,-117.5762168,19.71547723,positive,Joy,Election
Go Out &amp; Vote People❗️🇺🇸🤘🏽 #Democrat #ImWithHER @ Schenectady High… https://t.co/JE67KwXz2R,11/8/2016 14:59,40.71537,-73.95697,19.71547723,positive,Anger,Hillary
Getting ready to vote!!!#teatime #tea #pgtips @pgtips #voteamerica #rockthevote #election2016… https://t.co/NeW5Hew0r7,11/8/2016 15:00,40.76916667,-73.96555556,19.71547723,positive,Joy,Election
Getting ready! #nitzavim #election2016🇺🇸 @ Greater Antioch Baptist… https://t.co/6ZKi88sI8Z,11/8/2016 15:00,40.76244,-73.9796999,19.71547723,positive,Joy,Election
Getting ready!!! #ivoted2016 #election2016🇺🇸 @ Squires Elementary School https://t.co/OSR0Y64ji8,11/8/2016 15:00,34.0522,-118.243,19.71547723,positive,Joy,Election
"Getting ready, Rambo style. Let's do this! BooYaaaah!!! #imwithher #vote #election2016… https://t.co/pfVkx3pPrR",11/8/2016 15:00,40.7719,-73.9306,19.71547723,positive,Fear,Hillary
Gent in the window rocking that casual presidential fit. Salute #windowgent #election2016… https://t.co/ycMhWis8nh,11/8/2016 15:09,44.4618645,-87.9534385,2.922997465,positive,Joy,Election
"From 3 weeks ago. #imwithher #election2016🇺🇸 @ Ocean Beach, San… https://t.co/upkp7nAjZA",11/8/2016 15:10,33.4542,-112.315,2.315120175,positive,Joy,Hillary
"Flying out of Idaho, wearing my #imwithher shirt. Cause I'm a daredevil like that. #election2016… https://t.co/JJN7132PP7",11/8/2016 15:12,40.8193972,-73.9372797,21.27152655,positive,Joy,Hillary
Finally got a selfie with the boss #CongressionalSelfie #BettyIsTheBest @ Betty McCollum Congress https://t.co/tKYwyctvHS,11/8/2016 15:13,40.72215,-73.9888,2.315120175,positive,Joy,Election
Feeling like a #realamerican #vote #imwithher  #politics  #memes  #election2016… https://t.co/OWaEESRu0w,11/8/2016 15:14,40.79504,-73.97363,21.27152655,positive,Fear,Hillary
"Exercising my right to vote, surrounded by the awesome diversity of America (which is already great) #election2016 https://t.co/tXM6EQJj7h",11/8/2016 15:15,40.20903278,-74.82767913,2.709175096,positive,Joy,Election
Especially with a Republican controlled Congress. Oof.,11/8/2016 15:17,38.2150222,-89.9967049,21.27152655,positive,Anger,Trump
Everyone can be a superhero today. Go vote! Be like reallyndacarter #vote #election2016… https://t.co/k3ztcanf2d,11/8/2016 15:17,34.1055043,-118.2911685,21.27152655,positive,Sadness,Election
"ELECTION2016: Hillary Clinton wins Massachusetts, state goes for Democrat in 8th straight presidential election.… https://t.co/CNvc2aE8Bp",11/8/2016 15:18,39.95169589,-75.19429319,2.63602335,positive,Sadness,Hillary
🇺🇸Let Freedom Reign🇺🇸#vote #naugatuck #connecticut #startthedayright #election2016… https://t.co/GsrE2UtDXJ,11/8/2016 15:22,32.50841312,-84.97920005,19.71547723,positive,Fear,Election
🇺🇸VOTE! PROTECT YOUR FREEDOMS AND LIBERTIES! 🇺🇸#imwithher #democracy #democrat #gayboy #instagay… https://t.co/7XE1lug0Tb,11/8/2016 15:22,40.78505,-73.94969,54.51619135,positive,Anger,Hillary
"🙄
#Beyonce #Hillary #HillaryClinton #Democrat #Democrats #Clinton #HTown #Houston #Screwston… https://t.co/QRWsW0yzJk",11/8/2016 15:22,36.019352,-84.2346344,19.71547723,positive,Sadness,Hillary
🇺🇸🌮🇺🇸🌮 #currentmood #republican #democrat #electionday #tacotuesday #merica #decisionsdecisions… https://t.co/7jDvKJh7Ou,11/8/2016 15:23,39.95328,-75.17377,19.71547723,positive,Surprise,Election
"🇺🇸 VOTE! 🇺🇸

For Today The Fate Of The Free World Rests  In Your Hands!

#Vote #Election2016… https://t.co/jjo9SlRUcZ",11/8/2016 15:24,40,-100,57.62828998,positive,Fear,Election
"💀💀💀
#barackobama #president #donaldtrump #democrat #hilaryclinton #anime #otaku… https://t.co/r4ayRL9MsN",11/8/2016 15:26,34.04303,-118.33968,19.71547723,positive,Joy,Trump
😈✝️✝️✝️😈 @ United States Congress https://t.co/b3pYQ9OEYr,11/8/2016 15:27,38.71392,-121.2905149,2.315120175,positive,Anger,Election
"😄 #vote #democrat #2016 #imwithher #govote #hillaryclinton ✌🏼️ @ Diamond Springs, California https://t.co/YdUNgqF5sR",11/8/2016 15:27,39.18979,-106.81798,19.71547723,positive,Joy,Hillary
😍😂👍🏻 https://t.co/XzvJLW9xvq,11/8/2016 15:27,36.0009,-78.91125,2.315120175,positive,Fear,Election
👀👀👀 don't be that person...LOL #imwithher #electionday #votingwhileblack #democrat #easilyamused… https://t.co/N2RLVG69Nn,11/8/2016 15:27,38.57782268,-90.28387151,19.71547723,positive,Sadness,Hillary
Drinking a Congress Street IPA by @trilliumbrewing @ Centre Square Park — https://t.co/3NRggRKtp2 #photo,11/8/2016 15:29,34.0522,-118.243,21.27152655,positive,Sadness,Election
Download the @7eleven app and get a free patriotic #Coffee 😎👍🇺🇸 #vote #democrat #republican… https://t.co/x49TWkIBtU,11/8/2016 15:30,40.86744444,-73.92150833,2.63602335,positive,Anger,Election
Done! Now let's see which congressional candidates and judges are out of office. #election2016… https://t.co/ItzS3iE9bo,11/8/2016 15:31,39.9192,-75.4919,2.315120175,positive,Fear,Election
Don't let any body decide for your future #ElectionDay #Election2016… https://t.co/J61qEvi1oz,11/8/2016 15:34,34.06186,-84.501605,2.315120175,positive,Fear,Election
Do the thing!! #IVoted #election2016🇺🇸 @ South Kilbourne Elementary https://t.co/8J94zLR9Hw,11/8/2016 15:40,39.71276,-75.65003,2.315120175,positive,Anger,Election
Did our part...make sure you do yours! #election2016 @ Berrien County Youth Fair https://t.co/u53TrDqgYc,11/8/2016 15:41,33.87049177,-84.33591447,2.63602335,positive,Joy,Election
"Didn't vote for the Democrat, but I think it all worked out the same...

#election2016… https://t.co/yDQd5Wq5Fg",11/8/2016 15:41,25.7877,-80.2241,38.67188361,positive,Sadness,Hillary
Difference of opinions- but we still keep the peace! #election2016… https://t.co/5fFO51DcJM,11/8/2016 15:41,40.821373,-73.9408951,19.71547723,positive,Anger,Election
Democratic Party Leader ❤️ LOVE!!! #hielections #hawaii #democrat #election2016 #jcc @ Japanese… https://t.co/55jvu22u7P,11/8/2016 15:44,38.7503204,-90.3089981,2.63602335,positive,Joy,Hillary
Democrat Jim Justice wins governor's race in West Virginia https://t.co/GPpZ71gYyJ,11/8/2016 15:45,38.88652771,-76.99624636,37.11583429,positive,Fear,Hillary
"Democrat KamalaHarris will win California Senaterace, ABC News News projects based on exit polls.… https://t.co/W3qLodafAZ",11/8/2016 15:45,35.36980646,-119.0443259,38.67188361,positive,Fear,Hillary
"Democrat tie,love my liberal donkeys. #proudliberal #progressive #imwithher #strongertogether… https://t.co/pdhamNfpZZ",11/8/2016 15:45,38.2750962,-77.49011408,73.47259773,positive,Joy,Hillary
dcwvinc @michaelsstores joann_stores @fiskars_hq It is card season👍#yeahimthatmom #election2016… https://t.co/JtEqZz551b,11/8/2016 15:48,39.33211197,-76.62964455,2.315120175,positive,Surprise,Election
Couples who vote together stay together... Or something like that! #govote #election2016… https://t.co/LJm0XiM0qV,11/8/2016 15:49,35.9886,-78.9072,40.22793292,positive,Anger,Election
Dancing Democrat! Everyone go vote today #imwithher 💙 @ Drexel University https://t.co/0Q9Dgjd67D,11/8/2016 15:49,39.10373,-84.51267,19.71547723,positive,Sadness,Hillary
Dawn Of The Brain Dead!!! #imwithher #berniesanders #hillaryclinton #democrat #independent #la… https://t.co/FOnj8BUJ1L,11/8/2016 15:49,38.8951,-77.0367,2.76514693,positive,Joy,Hillary
Control of Congress up for grabs Tuesday https://t.co/KmCla39UVk,11/8/2016 15:51,40.747,-73.986,2.315120175,positive,Anger,Election
Control of Congress up for grabs Tuesday https://t.co/xkfNJMYiGS,11/8/2016 15:51,37.76360925,-122.2438094,2.315120175,positive,Anger,Election
Committed Americans. Nothing will stop us. #election2016🇺🇸 @ Uwchlan… https://t.co/HIP5EaiEh5,11/8/2016 15:52,38.95179,-92.32457,21.27152655,positive,Anger,Election
Control of Congress up for grabs Tuesday - CNN https://t.co/YGPCTMdlaT,11/8/2016 15:52,42.12225948,-88.04672642,2.315120175,positive,Anger,Election
"Citizen McVoterface and her husband, Mr. Civicduty McVoterface.  #wevoted #Election2016… https://t.co/OwM0hEflOR",11/8/2016 15:55,43.12666,-77.57554,2.315120175,positive,Surprise,Election
Celebrating #election2016🇺🇸 with coffee and a breakfast sandwich. #electionday #vote @ Nom-eez https://t.co/3ZVTcRWLAf,11/8/2016 15:56,33.98281963,-81.23848353,2.315120175,positive,Joy,Election
"Cesar's mom, the one who taught us how to be a true Democrat....this is when she worked under… https://t.co/PFX598i6kB",11/8/2016 15:56,43.09769196,-70.73641663,38.67188361,positive,Surprise,Hillary
Can't silence my voice #ivoted #myvotecounts #beheard #election2016🇺🇸 #myvoicemychoice @… https://t.co/FQOodb9uxg,11/8/2016 15:57,43.16143,-77.44598,2.315120175,positive,Fear,Election
Can't wait to vote tomorrow! #imwithher @colbertlateshow #johnstewart #pam #election2016🇺🇸 @ Ed… https://t.co/JBRTPntaKP,11/8/2016 15:57,42.3544778,-71.0554031,19.71547723,positive,Fear,Hillary
Canvass and calls. @ Bryan Caforio for Congress https://t.co/FEPguTlraw,11/8/2016 15:57,34.08182,-118.38518,2.315120175,positive,Anger,Election
"Captain America is on the streets of Denver! He's a Trump Voter as well! @ Congress Park, Denver https://t.co/LdbDoFnzxH",11/8/2016 15:57,38.5511,-90.5411,38.67188361,positive,Sadness,Trump
"Cause.... Merica 
Go VOTE! 

#vote #electionday #presidential #voting #polls #election2016… https://t.co/jEbJti9WBQ",11/8/2016 15:57,40.44352026,-79.94945874,2.315120175,positive,Sadness,Election
Bringing some friends to exercise their right to vote!    #election2016🇺🇸 #vote... https://t.co/tjO6jtC0yw https://t.co/JB3PjiVw6x,11/8/2016 15:58,37.73388889,-122.4333333,37.11583429,positive,Sadness,Election
Beginning the portrait of president Obama. #paintallday #posteveryhour #vote #election2016… https://t.co/EDV9hsJ7t5,11/8/2016 16:00,30.17694282,-81.78756331,2.315120175,positive,Joy,Election
"Be apart of the process. Be apart of the solution! Let your voice be heard!

#vote #election2016… https://t.co/bX8c0hFQM3",11/8/2016 16:02,40,-100,2.315120175,positive,Anger,Election
"Be apart of the process. Be apart of the solution! Let your voice be heard!

#vote #election2016… https://t.co/OGFELnwLHF",11/8/2016 16:02,38.89733266,-77.03548342,2.315120175,positive,Fear,Election
"Awwwww....I love Election Day!  I am all dressed up in Democrat blue, and I am ready for… https://t.co/Mif1a8H4gm",11/8/2016 16:03,37.41464477,-88.89639657,2.63602335,positive,Joy,Hillary
Back home! Bringing many new great stories to write about -and ready to vote Democrat. @ Flying… https://t.co/xO9k7xtPgF,11/8/2016 16:03,38.57389409,-121.4700584,73.47259773,positive,Joy,Hillary
"Back in the heart of Downtown Tucson at Congress &amp; Stone.
#tucson #downtowntucson… https://t.co/eqyzjWzOYQ",11/8/2016 16:03,41.97,-87.69,37.11583429,positive,Joy,Election
At our polling station in a healthy line that has a lot of younger voters in it. #election2016… https://t.co/ZJ4SOeDK8h,11/8/2016 16:04,43.2298404,-77.6259656,19.71547723,positive,Sadness,Election
✔😎👍 VOTED!  I wore this special color for a reason!  😉 #election2016 #myvoiceisbeingheard… https://t.co/CSS7oX88bW,11/8/2016 16:06,34.10150824,-118.3269355,2.562871604,positive,Surprise,Election
"✔️ #IVoted  #Election2016  (@ 111 Centre New York City Supreme Court in New York, NY) https://t.co/gxqYpNETWk",11/8/2016 16:06,34.09747271,-118.2942535,40.22793292,positive,Joy,Election
Are you attending the Color Breed Congress? We have an amazing selection of inventory on display… https://t.co/bbRq01qfBU,11/8/2016 16:06,40.7451266,-73.9871642,38.67188361,positive,Joy,Election
And now we pray..... #ivoted #yovote #imhappilyandwholeheartedlywithher #fdt #election2016… https://t.co/R9BE1aXVhT,11/8/2016 16:07,33.79253,-84.3976249,2.315120175,positive,Fear,Election
"Also, you’re a moron if you think a third party vote takes away a vote from republican or democrat.",11/8/2016 16:10,33.87233721,-84.36863946,38.67188361,positive,Anger,Election
All voted. #election2016🇺🇸 @ Alexandria Public Library: Beatley Branch https://t.co/OL7rB5zljw,11/8/2016 16:11,40.2988,-111.696,2.315120175,positive,Sadness,Election
After dealing with the unorganized cluster-f*** at the polling place.... #ivoted #election2016… https://t.co/vbbyqTscTx,11/8/2016 16:12,38.93440984,-76.9656711,2.315120175,positive,Anger,Election
"#WhoUwith ❓#HilaryClinton #Democrat #VOTE @ Charlotte, North Carolina https://t.co/yzaCHUThr6",11/8/2016 16:15,41.75867422,-72.74189882,19.71547723,positive,Sadness,Hillary
~Hoopla~ Today Is The Day We Make History! I'm with Her......#hillary #election2016🇺🇸 #GoVote… https://t.co/jd0ARzRyfr,11/8/2016 16:15,38.8951,-77.0367,2.315120175,positive,Joy,Hillary
A #donaldtrump supporter waves a flag in an I-95 South overpass in Virginia.  #election2016… https://t.co/avaIzqjqEp,11/8/2016 16:15,34.10355,-118.30867,21.27152655,positive,Sadness,Trump
#walk to #work was #grand on this #election2016 #day .. #even in a #city that's so crowded… https://t.co/TqcvsMYY33,11/8/2016 16:17,36.165,-86.78388889,2.63602335,positive,Sadness,Election
#votehillary #hillaryclinton #hillaryforpresident #saynotodonaldtrump #hillaryclinton #democrat… https://t.co/Shl0xY7xOO,11/8/2016 16:18,41.7117917,-71.88091656,2.315120175,positive,Joy,Hillary
#votedhillary2016 #hillaryclinton #democrat 👍 Done ✅ @ L J Hauser Jr High School https://t.co/pzz5HfcDuM,11/8/2016 16:19,40.5614,-74.12448,19.71547723,positive,Surprise,Hillary
#Voted #GoVote #ImWithHer #Democrat @ Bayside Church of Midtown https://t.co/7y9Wv4dogd,11/8/2016 16:20,40.668889,-73.976389,19.71547723,positive,Surprise,Hillary
#voted #vote #democrat  #imwithher @ North Star Academy Vailsburg Campus https://t.co/upqgEFCcyE,11/8/2016 16:20,37.98029473,-122.5114092,38.67188361,positive,Sadness,Hillary
#vote2016 #election2016🇺🇸 @ Tehillah Ministries https://t.co/JyDOJm7nU6,11/8/2016 16:22,40.7142,-74.0064,2.315120175,positive,Anger,Election
#Vote #election2016🇺🇸 #instagay @ The United States of America https://t.co/Us7pQYsuKe,11/8/2016 16:25,43.05488,-76.13234,2.315120175,positive,Sadness,Election
"#vote #dem #fayetteville #polls #voted #democrat @ Fayetteville, North Carolina https://t.co/Xu1JsfgOUC",11/8/2016 16:28,40.7142,-74.0064,19.71547723,positive,Sadness,Hillary
#SenatorElect #KamalaHarris #victory #speech @kamalaharris #Senator #Congress #Senate #USSenate… https://t.co/gbXsSIsbO5,11/8/2016 16:31,34.09803342,-118.3423047,19.71547723,positive,Fear,Election
#proudtobeanamerican #vote #imwithher #usa #electionday #la #hillaryclinton #democrat #millenial… https://t.co/oJytoQUd4w,11/8/2016 16:32,40,-100,37.11583429,positive,Joy,Hillary
#republican #democrat @ Moriarty NM I-40w https://t.co/zZc3NU9Rx6,11/8/2016 16:32,43.573037,-116.593458,19.71547723,positive,Joy,Election
#nopolitical #democrat #republican #trump #hillaryclinton… https://t.co/SgwFAZFaFz,11/8/2016 16:33,36.1313,-95.9373,38.67188361,positive,Anger,Hillary
"#NoShaveNovember, day 8.

#TIL the 114th #Congress passed the… https://t.co/sbqRgVZmdv",11/8/2016 16:33,34.0648094,-118.3947474,2.315120175,positive,Joy,Election
#MyVote officially in. It's about so much more than just president. #Congress needs to let my… https://t.co/uaCewifXBX,11/8/2016 16:34,33.36246339,-112.0878007,21.27152655,positive,Fear,Election
"#MyVoteMatters‼️ #iVoted🏆 #DidYou❓ #Election2016🇺🇸 @ Chicago, Illinois https://t.co/oWyC24UUNd",11/8/2016 16:34,29.14200692,-81.01424701,2.315120175,positive,Surprise,Election
"#muro #political #whitehouse #democracy #democrat #vote @ Miami, Florida https://t.co/ahzKVJXbNI",11/8/2016 16:36,40.7142,-74.0064,19.71547723,positive,Sadness,Hillary
"#mybuddyandme 
#election2016🇺🇸 
#startemyoung @ Town of Brighton,… https://t.co/TMsDYNluIZ",11/8/2016 16:36,40.69665974,-73.83934881,2.315120175,positive,Joy,Election
#myvote #electionday2016 #🇺🇸 #imwithher #democrat #momtalk… https://t.co/bCCvwdBrFw,11/8/2016 16:36,40.4253,-86.90657,19.71547723,positive,Joy,Hillary
"#lisamarietowne 
#election2016🇺🇸 
#charlestonnativetours 
#trump🇺🇸 
#hanahansc @ Hanahan Middle https://t.co/7QLgaLrMtI",11/8/2016 16:38,42.81907714,-73.88570367,2.315120175,positive,Sadness,Trump
#letsgoHillary #govote #democrat #scaryday #fingerscrossed #fuckDonaldTrump @ Crotona Park https://t.co/ocasszlivQ,11/8/2016 16:39,34.69548224,-86.63160872,19.71547723,positive,Joy,Hillary
#ivoted2016 #usa🇺🇸 #election2016🇺🇸 ✨✨ @ Torringford School https://t.co/dVptZ6ZYOQ,11/8/2016 16:41,38.9233229,-77.22463917,2.315120175,positive,Surprise,Election
#ivoted making #upstate #democrat one #brooklynite at a time #democratforlife #sanity #peace @… https://t.co/4h4aHLbgeN,11/8/2016 16:42,40.8099,-96.6753,56.07224067,positive,Joy,Hillary
"#ivoted #everyvotecounts #govote 
#election2016🇺🇸 @ Supervisor of… https://t.co/5ylTPtE8dI",11/8/2016 16:46,37.61595958,-94.82704138,2.315120175,positive,Sadness,Election
"#imwithher
#vote #freedom #usa #democrat #dumptrump #2016 #instagood #instadaily #noexcuses… https://t.co/zVMmQl0nwd",11/8/2016 16:50,41.4573,-72.85769,54.51619135,positive,Joy,Hillary
#hillary2016 #clintonkaine2016 #hillaryclinton #hillaryforamerica #hillaryclinton2016 #democrat… https://t.co/qcqHzB6tBZ,11/8/2016 16:52,33.42561,-79.99061,2.315120175,positive,Joy,Hillary
#Hillary #Democrat #Trump #Republican https://t.co/DE6Dvne5mn,11/8/2016 16:53,33.302,-86.84694,38.67188361,positive,Anger,Hillary
#hillary2016 #clintonkaine2016 #hillaryclinton #hillaryforamerica #hillaryclinton2016 #democrat… https://t.co/BGZ6fJvdm9,11/8/2016 16:53,41.88694383,-87.63582278,2.315120175,positive,Joy,Hillary
#GoVote #vote #vote2016 #democrat #republican #whateveryouare please Go Vote!  #monee #illinois… https://t.co/ZGmDYOhI4N,11/8/2016 16:54,34.02437633,-118.3944222,38.67188361,positive,Sadness,Election
#govotenow #govote #hillaryclinton #democrat #america 🇺🇸 #georgia🍑 #GeorgiaVote counts… https://t.co/mE1wtsLsDd,11/8/2016 16:54,39.9628296,-75.1622061,19.71547723,positive,Sadness,Hillary
#Felipe's #21standwoodlawnlocationonly #ictdining #icteats #bestmexicanfood #2016 #election2016… https://t.co/yM8ZTEleAt,11/8/2016 16:56,33.407254,-86.66859,2.315120175,positive,Fear,Election
#ElectionDay #GoVote #Democrat 🇺🇸 b.l.m72 @ Schenectady High School https://t.co/ROpwqEasB4,11/8/2016 16:57,34.93807758,-81.9139949,19.71547723,positive,Sadness,Hillary
#electionday #makeamericagreatagain #imwithher #Republican #democrat… https://t.co/KkMFDalEjY,11/8/2016 16:57,38.4594,-90.0943,2.315120175,positive,Anger,Hillary
#electionday #makeamericagreatagain #imwithher #Republican #democrat… https://t.co/VQbmPFSwKG,11/8/2016 16:57,34.11152704,-118.3043315,2.315120175,positive,Anger,Hillary
#election2016🇺🇸 #democrat #hillaryclintonforpres🙏🏽🔵🔵🔵🔵 @ Longan… https://t.co/jpjecGdULM,11/8/2016 16:59,25.74497,-80.25874,19.71547723,positive,Fear,Hillary
#election2016🇺🇸 #voteusa #sheismypresident #powerwoman #votolatino #califonia #campaign… https://t.co/tMUHuYTwuq,11/8/2016 16:59,40.18431,-75.52451,2.315120175,positive,Joy,Election
#election2016🇺🇸 First time Voter 😊🎉 @ Bowling Green State University https://t.co/qkX1JBwGw1,11/8/2016 16:59,41.61512632,-87.63146069,21.27152655,positive,Fear,Election
#Electionday #democrat #hillaryclinton #donaldtrump #republican #usa #obama #usa🇺🇸… https://t.co/lGPUBZ51x5,11/8/2016 16:59,40.7723797,-73.98568215,37.11583429,positive,Surprise,Hillary
"#drive2vote just arrived! #election2016🇺🇸 @ Omaha, Nebraska https://t.co/ek02y0r7X5",11/9/2016 0:18,30.26887004,-97.74293641,21.27152655,positive,Joy,Election
#decision #brooklyn #brooklynbridge #flag #newyork #newyorkcity #elections #democrat #fall… https://t.co/mnG9cB3ayT,11/9/2016 0:44,37.77365,-122.41733,19.71547723,positive,Sadness,Hillary
#charlesschumer #newyorksenator #voteCHUCKtuesday #democrat #awesome public servant #greatguy… https://t.co/edrEdtJi0H,11/9/2016 0:59,33.64685,-112.06869,38.67188361,positive,Joy,Hillary
@zacbir how about the people who just plain switched from democrat to republican because they don’t like Clinton. Hi my in-laws!,11/9/2016 2:27,35.466592,-97.510825,75.02864704,positive,Anger,Election
@TiffanyATrump @realDonaldTrump @IvankaTrump @KellyannePolls My vote for Democrat DOES MATTER. https://t.co/EeKXo3WhXk,11/9/2016 2:28,43.04088,-76.13411,19.71547723,positive,Anger,Trump
@Spencer_Durrant Right. I’d be hoping for Congress to restrain her worst ideas. I still hope for that.,11/9/2016 2:35,37.6826,-113.074,2.63602335,positive,Fear,Election
@serialkarma @riverlight82 ...with no actual effect. Can't move congress...,11/9/2016 2:48,34.3786314,-118.5457433,2.315120175,positive,Anger,Election
"@nalbinojr Always Democrat since Reagan left. Big number, but even the NYTimes is predicting Trump win now.",11/9/2016 2:56,34.05161048,-118.2453354,2.63602335,positive,Sadness,Trump
@mitrebox Democrat machine. Old machines. From the 80s.,11/9/2016 3:03,41.04911274,-80.66270855,19.71547723,positive,Anger,Hillary
@MarkEnnis That’s almost like voting straight ticket Democrat in Tuscaloosa.,11/9/2016 3:06,40.4414,-79.9773,56.07224067,positive,Joy,Hillary
@LizMacDonaldFOX Just tweeting to wish President Trump congratulations as a life long Democrat a hard pill for me to swallow.,11/9/2016 3:14,40.048159,-75.189727,2.389303866,positive,Sadness,Trump
"@LiveFromTheFive I already looked it up. It'd have to go through Congress, the Senate, &amp; the House of Reps.",11/9/2016 3:22,34.057,-118.238,2.315120175,positive,Sadness,Election
"@deneenborelli @dallas_413 @tomborelli Democrat, Republican or, Independent Deneen Get out and vote.I know I will after work. God Bless.",11/9/2016 3:42,39.7488188,-104.9951713,5.309513614,positive,Joy,Election
@Corporatocrazy Frank Luntz is a traitor he is a closet Democrat. I no longer trust him.,11/9/2016 3:55,34.05161048,-118.2453354,2.63602335,positive,Trust,Hillary
@anthonymobile but if Congress is all R?,11/9/2016 4:21,28.09575941,-82.38615339,2.315120175,positive,Anger,Election
@AnnMarieLaFlamm just voted in Southwest Detroit !! Large Hispanic turnout !! Some needed translators to read Ballo… https://t.co/Ncgljycgoh,11/9/2016 4:26,40.7441321,-74.03090341,38.67188361,positive,Joy,Election
"What has been seen cannot be unseen
-C.A. Woolf

👉🏾GO-FUCKIN' #VOTE 🇺🇸
#Election2016… https://t.co/34CAKR7RhO",11/9/2016 4:37,33.46889822,-112.093793,2.315120175,positive,Anger,Election
When a Republican and Democrat can play together... ❤️💙🇺🇸 😂🏋🏼 #electiondayworkouts @ ODP Fitness https://t.co/y7fy2lvqS4,11/9/2016 4:37,40.7968375,-73.9436513,38.67188361,positive,Anger,Election
